Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
5.20288	leaf-1	0	51	LastDelay	0.00288	2880	1	2
5.20288	leaf-1	0	51	FullDelay	0.00288	2880	1	2
5.21576	leaf-2	0	52	LastDelay	0.00576	5760	1	2
5.21576	leaf-2	0	52	FullDelay	0.00576	5760	1	2
5.22576	leaf-3	0	52	LastDelay	0.00576	5760	1	2
5.22576	leaf-3	0	52	FullDelay	0.00576	5760	1	2
5.23288	leaf-4	0	52	LastDelay	0.00288	2880	1	2
5.23288	leaf-4	0	52	FullDelay	0.00288	2880	1	2
5.30288	leaf-1	0	52	LastDelay	0.00288	2880	1	2
5.30288	leaf-1	0	52	FullDelay	0.00288	2880	1	2
5.31576	leaf-2	0	53	LastDelay	0.00576	5760	1	2
5.31576	leaf-2	0	53	FullDelay	0.00576	5760	1	2
5.32576	leaf-3	0	53	LastDelay	0.00576	5760	1	2
5.32576	leaf-3	0	53	FullDelay	0.00576	5760	1	2
5.33288	leaf-4	0	53	LastDelay	0.00288	2880	1	2
5.33288	leaf-4	0	53	FullDelay	0.00288	2880	1	2
5.40288	leaf-1	0	53	LastDelay	0.00288	2880	1	2
5.40288	leaf-1	0	53	FullDelay	0.00288	2880	1	2
5.41576	leaf-2	0	54	LastDelay	0.00576	5760	1	2
5.41576	leaf-2	0	54	FullDelay	0.00576	5760	1	2
5.42576	leaf-3	0	54	LastDelay	0.00576	5760	1	2
5.42576	leaf-3	0	54	FullDelay	0.00576	5760	1	2
5.43288	leaf-4	0	54	LastDelay	0.00288	2880	1	2
5.43288	leaf-4	0	54	FullDelay	0.00288	2880	1	2
5.50288	leaf-1	0	54	LastDelay	0.00288	2880	1	2
5.50288	leaf-1	0	54	FullDelay	0.00288	2880	1	2
5.51576	leaf-2	0	55	LastDelay	0.00576	5760	1	2
5.51576	leaf-2	0	55	FullDelay	0.00576	5760	1	2
5.52576	leaf-3	0	55	LastDelay	0.00576	5760	1	2
5.52576	leaf-3	0	55	FullDelay	0.00576	5760	1	2
5.53288	leaf-4	0	55	LastDelay	0.00288	2880	1	2
5.53288	leaf-4	0	55	FullDelay	0.00288	2880	1	2
5.60288	leaf-1	0	55	LastDelay	0.00288	2880	1	2
5.60288	leaf-1	0	55	FullDelay	0.00288	2880	1	2
5.61576	leaf-2	0	56	LastDelay	0.00576	5760	1	2
5.61576	leaf-2	0	56	FullDelay	0.00576	5760	1	2
5.62576	leaf-3	0	56	LastDelay	0.00576	5760	1	2
5.62576	leaf-3	0	56	FullDelay	0.00576	5760	1	2
5.63288	leaf-4	0	56	LastDelay	0.00288	2880	1	2
5.63288	leaf-4	0	56	FullDelay	0.00288	2880	1	2
5.70288	leaf-1	0	56	LastDelay	0.00288	2880	1	2
5.70288	leaf-1	0	56	FullDelay	0.00288	2880	1	2
5.71576	leaf-2	0	57	LastDelay	0.00576	5760	1	2
5.71576	leaf-2	0	57	FullDelay	0.00576	5760	1	2
5.72576	leaf-3	0	57	LastDelay	0.00576	5760	1	2
5.72576	leaf-3	0	57	FullDelay	0.00576	5760	1	2
5.73288	leaf-4	0	57	LastDelay	0.00288	2880	1	2
5.73288	leaf-4	0	57	FullDelay	0.00288	2880	1	2
5.80288	leaf-1	0	57	LastDelay	0.00288	2880	1	2
5.80288	leaf-1	0	57	FullDelay	0.00288	2880	1	2
5.81576	leaf-2	0	58	LastDelay	0.00576	5760	1	2
5.81576	leaf-2	0	58	FullDelay	0.00576	5760	1	2
5.82576	leaf-3	0	58	LastDelay	0.00576	5760	1	2
5.82576	leaf-3	0	58	FullDelay	0.00576	5760	1	2
5.83288	leaf-4	0	58	LastDelay	0.00288	2880	1	2
5.83288	leaf-4	0	58	FullDelay	0.00288	2880	1	2
5.90288	leaf-1	0	58	LastDelay	0.00288	2880	1	2
5.90288	leaf-1	0	58	FullDelay	0.00288	2880	1	2
5.91576	leaf-2	0	59	LastDelay	0.00576	5760	1	2
5.91576	leaf-2	0	59	FullDelay	0.00576	5760	1	2
5.92576	leaf-3	0	59	LastDelay	0.00576	5760	1	2
5.92576	leaf-3	0	59	FullDelay	0.00576	5760	1	2
5.93288	leaf-4	0	59	LastDelay	0.00288	2880	1	2
5.93288	leaf-4	0	59	FullDelay	0.00288	2880	1	2
6.00288	leaf-1	0	59	LastDelay	0.00288	2880	1	2
6.00288	leaf-1	0	59	FullDelay	0.00288	2880	1	2
6.01576	leaf-2	0	60	LastDelay	0.00576	5760	1	2
6.01576	leaf-2	0	60	FullDelay	0.00576	5760	1	2
6.02576	leaf-3	0	60	LastDelay	0.00576	5760	1	2
6.02576	leaf-3	0	60	FullDelay	0.00576	5760	1	2
6.03288	leaf-4	0	60	LastDelay	0.00288	2880	1	2
6.03288	leaf-4	0	60	FullDelay	0.00288	2880	1	2
6.10288	leaf-1	0	60	LastDelay	0.00288	2880	1	2
6.10288	leaf-1	0	60	FullDelay	0.00288	2880	1	2
6.11576	leaf-2	0	61	LastDelay	0.00576	5760	1	2
6.11576	leaf-2	0	61	FullDelay	0.00576	5760	1	2
6.12576	leaf-3	0	61	LastDelay	0.00576	5760	1	2
6.12576	leaf-3	0	61	FullDelay	0.00576	5760	1	2
6.13288	leaf-4	0	61	LastDelay	0.00288	2880	1	2
6.13288	leaf-4	0	61	FullDelay	0.00288	2880	1	2
6.20288	leaf-1	0	61	LastDelay	0.00288	2880	1	2
6.20288	leaf-1	0	61	FullDelay	0.00288	2880	1	2
6.21576	leaf-2	0	62	LastDelay	0.00576	5760	1	2
6.21576	leaf-2	0	62	FullDelay	0.00576	5760	1	2
6.22576	leaf-3	0	62	LastDelay	0.00576	5760	1	2
6.22576	leaf-3	0	62	FullDelay	0.00576	5760	1	2
6.23288	leaf-4	0	62	LastDelay	0.00288	2880	1	2
6.23288	leaf-4	0	62	FullDelay	0.00288	2880	1	2
6.30288	leaf-1	0	62	LastDelay	0.00288	2880	1	2
6.30288	leaf-1	0	62	FullDelay	0.00288	2880	1	2
6.31576	leaf-2	0	63	LastDelay	0.00576	5760	1	2
6.31576	leaf-2	0	63	FullDelay	0.00576	5760	1	2
6.32576	leaf-3	0	63	LastDelay	0.00576	5760	1	2
6.32576	leaf-3	0	63	FullDelay	0.00576	5760	1	2
6.33288	leaf-4	0	63	LastDelay	0.00288	2880	1	2
6.33288	leaf-4	0	63	FullDelay	0.00288	2880	1	2
6.40288	leaf-1	0	63	LastDelay	0.00288	2880	1	2
6.40288	leaf-1	0	63	FullDelay	0.00288	2880	1	2
6.41576	leaf-2	0	64	LastDelay	0.00576	5760	1	2
6.41576	leaf-2	0	64	FullDelay	0.00576	5760	1	2
6.42576	leaf-3	0	64	LastDelay	0.00576	5760	1	2
6.42576	leaf-3	0	64	FullDelay	0.00576	5760	1	2
6.43288	leaf-4	0	64	LastDelay	0.00288	2880	1	2
6.43288	leaf-4	0	64	FullDelay	0.00288	2880	1	2
6.50288	leaf-1	0	64	LastDelay	0.00288	2880	1	2
6.50288	leaf-1	0	64	FullDelay	0.00288	2880	1	2
6.51576	leaf-2	0	65	LastDelay	0.00576	5760	1	2
6.51576	leaf-2	0	65	FullDelay	0.00576	5760	1	2
6.52576	leaf-3	0	65	LastDelay	0.00576	5760	1	2
6.52576	leaf-3	0	65	FullDelay	0.00576	5760	1	2
6.53288	leaf-4	0	65	LastDelay	0.00288	2880	1	2
6.53288	leaf-4	0	65	FullDelay	0.00288	2880	1	2
6.60288	leaf-1	0	65	LastDelay	0.00288	2880	1	2
6.60288	leaf-1	0	65	FullDelay	0.00288	2880	1	2
6.61576	leaf-2	0	66	LastDelay	0.00576	5760	1	2
6.61576	leaf-2	0	66	FullDelay	0.00576	5760	1	2
6.62576	leaf-3	0	66	LastDelay	0.00576	5760	1	2
6.62576	leaf-3	0	66	FullDelay	0.00576	5760	1	2
6.63288	leaf-4	0	66	LastDelay	0.00288	2880	1	2
6.63288	leaf-4	0	66	FullDelay	0.00288	2880	1	2
6.70288	leaf-1	0	66	LastDelay	0.00288	2880	1	2
6.70288	leaf-1	0	66	FullDelay	0.00288	2880	1	2
6.71576	leaf-2	0	67	LastDelay	0.00576	5760	1	2
6.71576	leaf-2	0	67	FullDelay	0.00576	5760	1	2
6.72576	leaf-3	0	67	LastDelay	0.00576	5760	1	2
6.72576	leaf-3	0	67	FullDelay	0.00576	5760	1	2
6.73288	leaf-4	0	67	LastDelay	0.00288	2880	1	2
6.73288	leaf-4	0	67	FullDelay	0.00288	2880	1	2
6.80288	leaf-1	0	67	LastDelay	0.00288	2880	1	2
6.80288	leaf-1	0	67	FullDelay	0.00288	2880	1	2
6.81576	leaf-2	0	68	LastDelay	0.00576	5760	1	2
6.81576	leaf-2	0	68	FullDelay	0.00576	5760	1	2
6.82576	leaf-3	0	68	LastDelay	0.00576	5760	1	2
6.82576	leaf-3	0	68	FullDelay	0.00576	5760	1	2
6.83288	leaf-4	0	68	LastDelay	0.00288	2880	1	2
6.83288	leaf-4	0	68	FullDelay	0.00288	2880	1	2
6.90288	leaf-1	0	68	LastDelay	0.00288	2880	1	2
6.90288	leaf-1	0	68	FullDelay	0.00288	2880	1	2
6.91576	leaf-2	0	69	LastDelay	0.00576	5760	1	2
6.91576	leaf-2	0	69	FullDelay	0.00576	5760	1	2
6.92576	leaf-3	0	69	LastDelay	0.00576	5760	1	2
6.92576	leaf-3	0	69	FullDelay	0.00576	5760	1	2
6.93288	leaf-4	0	69	LastDelay	0.00288	2880	1	2
6.93288	leaf-4	0	69	FullDelay	0.00288	2880	1	2
7.00288	leaf-1	0	69	LastDelay	0.00288	2880	1	2
7.00288	leaf-1	0	69	FullDelay	0.00288	2880	1	2
7.01576	leaf-2	0	70	LastDelay	0.00576	5760	1	2
7.01576	leaf-2	0	70	FullDelay	0.00576	5760	1	2
7.02576	leaf-3	0	70	LastDelay	0.00576	5760	1	2
7.02576	leaf-3	0	70	FullDelay	0.00576	5760	1	2
7.03288	leaf-4	0	70	LastDelay	0.00288	2880	1	2
7.03288	leaf-4	0	70	FullDelay	0.00288	2880	1	2
7.10288	leaf-1	0	70	LastDelay	0.00288	2880	1	2
7.10288	leaf-1	0	70	FullDelay	0.00288	2880	1	2
7.11576	leaf-2	0	71	LastDelay	0.00576	5760	1	2
7.11576	leaf-2	0	71	FullDelay	0.00576	5760	1	2
7.12576	leaf-3	0	71	LastDelay	0.00576	5760	1	2
7.12576	leaf-3	0	71	FullDelay	0.00576	5760	1	2
7.13288	leaf-4	0	71	LastDelay	0.00288	2880	1	2
7.13288	leaf-4	0	71	FullDelay	0.00288	2880	1	2
7.20288	leaf-1	0	71	LastDelay	0.00288	2880	1	2
7.20288	leaf-1	0	71	FullDelay	0.00288	2880	1	2
7.21576	leaf-2	0	72	LastDelay	0.00576	5760	1	2
7.21576	leaf-2	0	72	FullDelay	0.00576	5760	1	2
7.22576	leaf-3	0	72	LastDelay	0.00576	5760	1	2
7.22576	leaf-3	0	72	FullDelay	0.00576	5760	1	2
7.23288	leaf-4	0	72	LastDelay	0.00288	2880	1	2
7.23288	leaf-4	0	72	FullDelay	0.00288	2880	1	2
7.30288	leaf-1	0	72	LastDelay	0.00288	2880	1	2
7.30288	leaf-1	0	72	FullDelay	0.00288	2880	1	2
7.31576	leaf-2	0	73	LastDelay	0.00576	5760	1	2
7.31576	leaf-2	0	73	FullDelay	0.00576	5760	1	2
7.32576	leaf-3	0	73	LastDelay	0.00576	5760	1	2
7.32576	leaf-3	0	73	FullDelay	0.00576	5760	1	2
7.33288	leaf-4	0	73	LastDelay	0.00288	2880	1	2
7.33288	leaf-4	0	73	FullDelay	0.00288	2880	1	2
7.40288	leaf-1	0	73	LastDelay	0.00288	2880	1	2
7.40288	leaf-1	0	73	FullDelay	0.00288	2880	1	2
7.41576	leaf-2	0	74	LastDelay	0.00576	5760	1	2
7.41576	leaf-2	0	74	FullDelay	0.00576	5760	1	2
7.42576	leaf-3	0	74	LastDelay	0.00576	5760	1	2
7.42576	leaf-3	0	74	FullDelay	0.00576	5760	1	2
7.43288	leaf-4	0	74	LastDelay	0.00288	2880	1	2
7.43288	leaf-4	0	74	FullDelay	0.00288	2880	1	2
7.50288	leaf-1	0	74	LastDelay	0.00288	2880	1	2
7.50288	leaf-1	0	74	FullDelay	0.00288	2880	1	2
7.51576	leaf-2	0	75	LastDelay	0.00576	5760	1	2
7.51576	leaf-2	0	75	FullDelay	0.00576	5760	1	2
7.52576	leaf-3	0	75	LastDelay	0.00576	5760	1	2
7.52576	leaf-3	0	75	FullDelay	0.00576	5760	1	2
7.53288	leaf-4	0	75	LastDelay	0.00288	2880	1	2
7.53288	leaf-4	0	75	FullDelay	0.00288	2880	1	2
7.60288	leaf-1	0	75	LastDelay	0.00288	2880	1	2
7.60288	leaf-1	0	75	FullDelay	0.00288	2880	1	2
7.61576	leaf-2	0	76	LastDelay	0.00576	5760	1	2
7.61576	leaf-2	0	76	FullDelay	0.00576	5760	1	2
7.62576	leaf-3	0	76	LastDelay	0.00576	5760	1	2
7.62576	leaf-3	0	76	FullDelay	0.00576	5760	1	2
7.63288	leaf-4	0	76	LastDelay	0.00288	2880	1	2
7.63288	leaf-4	0	76	FullDelay	0.00288	2880	1	2
7.70288	leaf-1	0	76	LastDelay	0.00288	2880	1	2
7.70288	leaf-1	0	76	FullDelay	0.00288	2880	1	2
7.71576	leaf-2	0	77	LastDelay	0.00576	5760	1	2
7.71576	leaf-2	0	77	FullDelay	0.00576	5760	1	2
7.72576	leaf-3	0	77	LastDelay	0.00576	5760	1	2
7.72576	leaf-3	0	77	FullDelay	0.00576	5760	1	2
7.73288	leaf-4	0	77	LastDelay	0.00288	2880	1	2
7.73288	leaf-4	0	77	FullDelay	0.00288	2880	1	2
7.80288	leaf-1	0	77	LastDelay	0.00288	2880	1	2
7.80288	leaf-1	0	77	FullDelay	0.00288	2880	1	2
7.81576	leaf-2	0	78	LastDelay	0.00576	5760	1	2
7.81576	leaf-2	0	78	FullDelay	0.00576	5760	1	2
7.82576	leaf-3	0	78	LastDelay	0.00576	5760	1	2
7.82576	leaf-3	0	78	FullDelay	0.00576	5760	1	2
7.83288	leaf-4	0	78	LastDelay	0.00288	2880	1	2
7.83288	leaf-4	0	78	FullDelay	0.00288	2880	1	2
7.90288	leaf-1	0	78	LastDelay	0.00288	2880	1	2
7.90288	leaf-1	0	78	FullDelay	0.00288	2880	1	2
7.91576	leaf-2	0	79	LastDelay	0.00576	5760	1	2
7.91576	leaf-2	0	79	FullDelay	0.00576	5760	1	2
7.92576	leaf-3	0	79	LastDelay	0.00576	5760	1	2
7.92576	leaf-3	0	79	FullDelay	0.00576	5760	1	2
7.93288	leaf-4	0	79	LastDelay	0.00288	2880	1	2
7.93288	leaf-4	0	79	FullDelay	0.00288	2880	1	2
8.00288	leaf-1	0	79	LastDelay	0.00288	2880	1	2
8.00288	leaf-1	0	79	FullDelay	0.00288	2880	1	2
8.01576	leaf-2	0	80	LastDelay	0.00576	5760	1	2
8.01576	leaf-2	0	80	FullDelay	0.00576	5760	1	2
8.02576	leaf-3	0	80	LastDelay	0.00576	5760	1	2
8.02576	leaf-3	0	80	FullDelay	0.00576	5760	1	2
8.03288	leaf-4	0	80	LastDelay	0.00288	2880	1	2
8.03288	leaf-4	0	80	FullDelay	0.00288	2880	1	2
8.10288	leaf-1	0	80	LastDelay	0.00288	2880	1	2
8.10288	leaf-1	0	80	FullDelay	0.00288	2880	1	2
8.11576	leaf-2	0	81	LastDelay	0.00576	5760	1	2
8.11576	leaf-2	0	81	FullDelay	0.00576	5760	1	2
8.12576	leaf-3	0	81	LastDelay	0.00576	5760	1	2
8.12576	leaf-3	0	81	FullDelay	0.00576	5760	1	2
8.13288	leaf-4	0	81	LastDelay	0.00288	2880	1	2
8.13288	leaf-4	0	81	FullDelay	0.00288	2880	1	2
8.20288	leaf-1	0	81	LastDelay	0.00288	2880	1	2
8.20288	leaf-1	0	81	FullDelay	0.00288	2880	1	2
8.21576	leaf-2	0	82	LastDelay	0.00576	5760	1	2
8.21576	leaf-2	0	82	FullDelay	0.00576	5760	1	2
8.22576	leaf-3	0	82	LastDelay	0.00576	5760	1	2
8.22576	leaf-3	0	82	FullDelay	0.00576	5760	1	2
8.23288	leaf-4	0	82	LastDelay	0.00288	2880	1	2
8.23288	leaf-4	0	82	FullDelay	0.00288	2880	1	2
8.30288	leaf-1	0	82	LastDelay	0.00288	2880	1	2
8.30288	leaf-1	0	82	FullDelay	0.00288	2880	1	2
8.31576	leaf-2	0	83	LastDelay	0.00576	5760	1	2
8.31576	leaf-2	0	83	FullDelay	0.00576	5760	1	2
8.32576	leaf-3	0	83	LastDelay	0.00576	5760	1	2
8.32576	leaf-3	0	83	FullDelay	0.00576	5760	1	2
8.33288	leaf-4	0	83	LastDelay	0.00288	2880	1	2
8.33288	leaf-4	0	83	FullDelay	0.00288	2880	1	2
8.40288	leaf-1	0	83	LastDelay	0.00288	2880	1	2
8.40288	leaf-1	0	83	FullDelay	0.00288	2880	1	2
8.41576	leaf-2	0	84	LastDelay	0.00576	5760	1	2
8.41576	leaf-2	0	84	FullDelay	0.00576	5760	1	2
8.42576	leaf-3	0	84	LastDelay	0.00576	5760	1	2
8.42576	leaf-3	0	84	FullDelay	0.00576	5760	1	2
8.43288	leaf-4	0	84	LastDelay	0.00288	2880	1	2
8.43288	leaf-4	0	84	FullDelay	0.00288	2880	1	2
8.50288	leaf-1	0	84	LastDelay	0.00288	2880	1	2
8.50288	leaf-1	0	84	FullDelay	0.00288	2880	1	2
8.51576	leaf-2	0	85	LastDelay	0.00576	5760	1	2
8.51576	leaf-2	0	85	FullDelay	0.00576	5760	1	2
8.52576	leaf-3	0	85	LastDelay	0.00576	5760	1	2
8.52576	leaf-3	0	85	FullDelay	0.00576	5760	1	2
8.53288	leaf-4	0	85	LastDelay	0.00288	2880	1	2
8.53288	leaf-4	0	85	FullDelay	0.00288	2880	1	2
8.60288	leaf-1	0	85	LastDelay	0.00288	2880	1	2
8.60288	leaf-1	0	85	FullDelay	0.00288	2880	1	2
8.61576	leaf-2	0	86	LastDelay	0.00576	5760	1	2
8.61576	leaf-2	0	86	FullDelay	0.00576	5760	1	2
8.62576	leaf-3	0	86	LastDelay	0.00576	5760	1	2
8.62576	leaf-3	0	86	FullDelay	0.00576	5760	1	2
8.63288	leaf-4	0	86	LastDelay	0.00288	2880	1	2
8.63288	leaf-4	0	86	FullDelay	0.00288	2880	1	2
8.70288	leaf-1	0	86	LastDelay	0.00288	2880	1	2
8.70288	leaf-1	0	86	FullDelay	0.00288	2880	1	2
8.71576	leaf-2	0	87	LastDelay	0.00576	5760	1	2
8.71576	leaf-2	0	87	FullDelay	0.00576	5760	1	2
8.72576	leaf-3	0	87	LastDelay	0.00576	5760	1	2
8.72576	leaf-3	0	87	FullDelay	0.00576	5760	1	2
8.73288	leaf-4	0	87	LastDelay	0.00288	2880	1	2
8.73288	leaf-4	0	87	FullDelay	0.00288	2880	1	2
8.80288	leaf-1	0	87	LastDelay	0.00288	2880	1	2
8.80288	leaf-1	0	87	FullDelay	0.00288	2880	1	2
8.81576	leaf-2	0	88	LastDelay	0.00576	5760	1	2
8.81576	leaf-2	0	88	FullDelay	0.00576	5760	1	2
8.82576	leaf-3	0	88	LastDelay	0.00576	5760	1	2
8.82576	leaf-3	0	88	FullDelay	0.00576	5760	1	2
8.83288	leaf-4	0	88	LastDelay	0.00288	2880	1	2
8.83288	leaf-4	0	88	FullDelay	0.00288	2880	1	2
8.90288	leaf-1	0	88	LastDelay	0.00288	2880	1	2
8.90288	leaf-1	0	88	FullDelay	0.00288	2880	1	2
8.91576	leaf-2	0	89	LastDelay	0.00576	5760	1	2
8.91576	leaf-2	0	89	FullDelay	0.00576	5760	1	2
8.92576	leaf-3	0	89	LastDelay	0.00576	5760	1	2
8.92576	leaf-3	0	89	FullDelay	0.00576	5760	1	2
8.93288	leaf-4	0	89	LastDelay	0.00288	2880	1	2
8.93288	leaf-4	0	89	FullDelay	0.00288	2880	1	2
9.00288	leaf-1	0	89	LastDelay	0.00288	2880	1	2
9.00288	leaf-1	0	89	FullDelay	0.00288	2880	1	2
9.01576	leaf-2	0	90	LastDelay	0.00576	5760	1	2
9.01576	leaf-2	0	90	FullDelay	0.00576	5760	1	2
9.02576	leaf-3	0	90	LastDelay	0.00576	5760	1	2
9.02576	leaf-3	0	90	FullDelay	0.00576	5760	1	2
9.03288	leaf-4	0	90	LastDelay	0.00288	2880	1	2
9.03288	leaf-4	0	90	FullDelay	0.00288	2880	1	2
9.10288	leaf-1	0	90	LastDelay	0.00288	2880	1	2
9.10288	leaf-1	0	90	FullDelay	0.00288	2880	1	2
9.11576	leaf-2	0	91	LastDelay	0.00576	5760	1	2
9.11576	leaf-2	0	91	FullDelay	0.00576	5760	1	2
9.12576	leaf-3	0	91	LastDelay	0.00576	5760	1	2
9.12576	leaf-3	0	91	FullDelay	0.00576	5760	1	2
9.13288	leaf-4	0	91	LastDelay	0.00288	2880	1	2
9.13288	leaf-4	0	91	FullDelay	0.00288	2880	1	2
9.20288	leaf-1	0	91	LastDelay	0.00288	2880	1	2
9.20288	leaf-1	0	91	FullDelay	0.00288	2880	1	2
9.21576	leaf-2	0	92	LastDelay	0.00576	5760	1	2
9.21576	leaf-2	0	92	FullDelay	0.00576	5760	1	2
9.22576	leaf-3	0	92	LastDelay	0.00576	5760	1	2
9.22576	leaf-3	0	92	FullDelay	0.00576	5760	1	2
9.23288	leaf-4	0	92	LastDelay	0.00288	2880	1	2
9.23288	leaf-4	0	92	FullDelay	0.00288	2880	1	2
9.30288	leaf-1	0	92	LastDelay	0.00288	2880	1	2
9.30288	leaf-1	0	92	FullDelay	0.00288	2880	1	2
9.31576	leaf-2	0	93	LastDelay	0.00576	5760	1	2
9.31576	leaf-2	0	93	FullDelay	0.00576	5760	1	2
9.32576	leaf-3	0	93	LastDelay	0.00576	5760	1	2
9.32576	leaf-3	0	93	FullDelay	0.00576	5760	1	2
9.33288	leaf-4	0	93	LastDelay	0.00288	2880	1	2
9.33288	leaf-4	0	93	FullDelay	0.00288	2880	1	2
9.40288	leaf-1	0	93	LastDelay	0.00288	2880	1	2
9.40288	leaf-1	0	93	FullDelay	0.00288	2880	1	2
9.41576	leaf-2	0	94	LastDelay	0.00576	5760	1	2
9.41576	leaf-2	0	94	FullDelay	0.00576	5760	1	2
9.42576	leaf-3	0	94	LastDelay	0.00576	5760	1	2
9.42576	leaf-3	0	94	FullDelay	0.00576	5760	1	2
9.43288	leaf-4	0	94	LastDelay	0.00288	2880	1	2
9.43288	leaf-4	0	94	FullDelay	0.00288	2880	1	2
9.50288	leaf-1	0	94	LastDelay	0.00288	2880	1	2
9.50288	leaf-1	0	94	FullDelay	0.00288	2880	1	2
9.51576	leaf-2	0	95	LastDelay	0.00576	5760	1	2
9.51576	leaf-2	0	95	FullDelay	0.00576	5760	1	2
9.52576	leaf-3	0	95	LastDelay	0.00576	5760	1	2
9.52576	leaf-3	0	95	FullDelay	0.00576	5760	1	2
9.53288	leaf-4	0	95	LastDelay	0.00288	2880	1	2
9.53288	leaf-4	0	95	FullDelay	0.00288	2880	1	2
9.60288	leaf-1	0	95	LastDelay	0.00288	2880	1	2
9.60288	leaf-1	0	95	FullDelay	0.00288	2880	1	2
9.61576	leaf-2	0	96	LastDelay	0.00576	5760	1	2
9.61576	leaf-2	0	96	FullDelay	0.00576	5760	1	2
9.62576	leaf-3	0	96	LastDelay	0.00576	5760	1	2
9.62576	leaf-3	0	96	FullDelay	0.00576	5760	1	2
9.63288	leaf-4	0	96	LastDelay	0.00288	2880	1	2
9.63288	leaf-4	0	96	FullDelay	0.00288	2880	1	2
9.70288	leaf-1	0	96	LastDelay	0.00288	2880	1	2
9.70288	leaf-1	0	96	FullDelay	0.00288	2880	1	2
9.71576	leaf-2	0	97	LastDelay	0.00576	5760	1	2
9.71576	leaf-2	0	97	FullDelay	0.00576	5760	1	2
9.72576	leaf-3	0	97	LastDelay	0.00576	5760	1	2
9.72576	leaf-3	0	97	FullDelay	0.00576	5760	1	2
9.73288	leaf-4	0	97	LastDelay	0.00288	2880	1	2
9.73288	leaf-4	0	97	FullDelay	0.00288	2880	1	2
9.80288	leaf-1	0	97	LastDelay	0.00288	2880	1	2
9.80288	leaf-1	0	97	FullDelay	0.00288	2880	1	2
9.81576	leaf-2	0	98	LastDelay	0.00576	5760	1	2
9.81576	leaf-2	0	98	FullDelay	0.00576	5760	1	2
9.82576	leaf-3	0	98	LastDelay	0.00576	5760	1	2
9.82576	leaf-3	0	98	FullDelay	0.00576	5760	1	2
9.83288	leaf-4	0	98	LastDelay	0.00288	2880	1	2
9.83288	leaf-4	0	98	FullDelay	0.00288	2880	1	2
9.90288	leaf-1	0	98	LastDelay	0.00288	2880	1	2
9.90288	leaf-1	0	98	FullDelay	0.00288	2880	1	2
9.91576	leaf-2	0	99	LastDelay	0.00576	5760	1	2
9.91576	leaf-2	0	99	FullDelay	0.00576	5760	1	2
9.92576	leaf-3	0	99	LastDelay	0.00576	5760	1	2
9.92576	leaf-3	0	99	FullDelay	0.00576	5760	1	2
9.93288	leaf-4	0	99	LastDelay	0.00288	2880	1	2
9.93288	leaf-4	0	99	FullDelay	0.00288	2880	1	2
10.0029	leaf-1	0	99	LastDelay	0.00288	2880	1	2
10.0029	leaf-1	0	99	FullDelay	0.00288	2880	1	2
10.0158	leaf-2	0	100	LastDelay	0.00576	5760	1	2
10.0158	leaf-2	0	100	FullDelay	0.00576	5760	1	2
10.0258	leaf-3	0	100	LastDelay	0.00576	5760	1	2
10.0258	leaf-3	0	100	FullDelay	0.00576	5760	1	2
10.0329	leaf-4	0	100	LastDelay	0.00288	2880	1	2
10.0329	leaf-4	0	100	FullDelay	0.00288	2880	1	2
10.1029	leaf-1	0	100	LastDelay	0.00288	2880	1	2
10.1029	leaf-1	0	100	FullDelay	0.00288	2880	1	2
10.1158	leaf-2	0	101	LastDelay	0.00576	5760	1	2
10.1158	leaf-2	0	101	FullDelay	0.00576	5760	1	2
10.1258	leaf-3	0	101	LastDelay	0.00576	5760	1	2
10.1258	leaf-3	0	101	FullDelay	0.00576	5760	1	2
10.1329	leaf-4	0	101	LastDelay	0.00288	2880	1	2
10.1329	leaf-4	0	101	FullDelay	0.00288	2880	1	2
10.2029	leaf-1	0	101	LastDelay	0.00288	2880	1	2
10.2029	leaf-1	0	101	FullDelay	0.00288	2880	1	2
10.2158	leaf-2	0	102	LastDelay	0.00576	5760	1	2
10.2158	leaf-2	0	102	FullDelay	0.00576	5760	1	2
10.2258	leaf-3	0	102	LastDelay	0.00576	5760	1	2
10.2258	leaf-3	0	102	FullDelay	0.00576	5760	1	2
10.2329	leaf-4	0	102	LastDelay	0.00288	2880	1	2
10.2329	leaf-4	0	102	FullDelay	0.00288	2880	1	2
10.3029	leaf-1	0	102	LastDelay	0.00288	2880	1	2
10.3029	leaf-1	0	102	FullDelay	0.00288	2880	1	2
10.3158	leaf-2	0	103	LastDelay	0.00576	5760	1	2
10.3158	leaf-2	0	103	FullDelay	0.00576	5760	1	2
10.3258	leaf-3	0	103	LastDelay	0.00576	5760	1	2
10.3258	leaf-3	0	103	FullDelay	0.00576	5760	1	2
10.3329	leaf-4	0	103	LastDelay	0.00288	2880	1	2
10.3329	leaf-4	0	103	FullDelay	0.00288	2880	1	2
10.4029	leaf-1	0	103	LastDelay	0.00288	2880	1	2
10.4029	leaf-1	0	103	FullDelay	0.00288	2880	1	2
10.4158	leaf-2	0	104	LastDelay	0.00576	5760	1	2
10.4158	leaf-2	0	104	FullDelay	0.00576	5760	1	2
10.4258	leaf-3	0	104	LastDelay	0.00576	5760	1	2
10.4258	leaf-3	0	104	FullDelay	0.00576	5760	1	2
10.4329	leaf-4	0	104	LastDelay	0.00288	2880	1	2
